EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label,KaggleSet,KaggleWeight
100429,78.025,16.874000000000002,36.461999999999996,208.097,1.953,526.065,-0.8590000000000001,1.062,27.765,654.893,2.4019999999999997,1.298,0.105,22.023000000000003,0.375,1.264,52.9,1.156,1.983,137.13299999999998,1.785,686.6089999999999,3,196.331,0.6679999999999999,-2.2119999999999997,182.83599999999998,-1.285,-0.41200000000000003,579.97,0.0195327618805,b,t,0.0640607773058
539673,85.624,2.377,58.582,30.273000000000003,1.901,144.24,6.379,2.8080000000000003,2.128,156.134,1.568,1.186,0.392,22.408,1.064,-0.629,35.146,1.7790000000000001,2.9389999999999996,13.632,3.048,194.015,2,54.558,3.6489999999999996,-0.762,44.021,1.7480000000000002,1.84,98.579,0.022532572450099996,b,v,0.0409693753714
152636,-999.0,101.179,76.804,43.638000000000005,-999.0,-999.0,-999.0,2.552,11.212,127.78,2.1830000000000003,-1.4140000000000001,-999.0,26.124000000000002,-0.069,1.972,57.018,0.5379999999999999,-0.507,63.891999999999996,-2.495,211.67,1,44.637,1.561,1.054,-999.0,-999.0,-999.0,44.637,0.688252931401,b,t,2.25723418113
409360,59.766999999999996,28.406,48.141999999999996,27.160999999999998,-999.0,-999.0,-999.0,1.829,27.160999999999998,60.872,0.871,-1.382,-999.0,32.54,-1.777,-2.622,28.331999999999997,-1.729,1.8330000000000002,10.385,-0.11800000000000001,113.052,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.5648014534100001,b,v,1.0269383492
830753,110.49600000000001,69.005,73.101,91.41,-999.0,-999.0,-999.0,2.03,16.518,173.174,1.2919999999999998,1.297,-999.0,36.868,-0.973,-0.971,47.638000000000005,-1.494,0.991,50.673,-0.5660000000000001,218.334,1,88.66799999999999,-2.334,2.765,-999.0,-999.0,-999.0,88.66799999999999,0.00046102535673400003,s,v,0.0008393426179980001
593794,-999.0,76.708,17.832,6.494,-999.0,-999.0,-999.0,0.687,6.494,51.364,1.18,-1.06,-999.0,23.557,1.151,3.1,27.807,0.531,2.804,52.906000000000006,-0.32,103.29,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.3721012149599998,b,v,2.4947941407
140952,171.34799999999998,45.086000000000006,131.476,58.413000000000004,-999.0,-999.0,-999.0,2.346,0.833,200.334,1.095,0.792,-999.0,67.414,0.6509999999999999,0.809,73.789,0.32299999999999995,-1.514,7.79,0.9329999999999999,190.878,1,59.131,0.231,2.824,-999.0,-999.0,-999.0,59.131,0.5127398896109999,b,t,1.68161144262
335464,156.716,80.715,86.471,43.4,2.375,160.62,-0.963,3.048,3.345,178.592,1.442,1.413,0.97,34.912,-0.978,1.0490000000000002,50.351000000000006,-0.46299999999999997,-2.23,43.691,1.9809999999999999,198.981,2,53.601000000000006,-1.857,-1.609,39.728,0.518,0.528,93.329,0.605872380552,b,t,1.9870541546400002
902004,90.515,61.931999999999995,74.467,4.252,-999.0,-999.0,-999.0,2.573,4.252,77.54899999999999,1.3880000000000001,-1.406,-999.0,32.475,-2.399,2.028,45.074,-2.041,-1.7069999999999999,26.796999999999997,0.49200000000000005,64.763,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.3767275679299997,b,u,61.67823596310001
302872,129.266,12.825999999999999,92.147,9.401,-999.0,-999.0,-999.0,3.367,9.401,78.155,0.7290000000000001,-1.4140000000000001,-999.0,45.206,-0.726,-1.026,32.949,0.499,2.11,6.806,2.995,113.921,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.005720682500879999,s,t,0.018636116672000002
466263,103.21700000000001,40.503,80.69800000000001,6.841,-999.0,-999.0,-999.0,2.822,6.841,78.125,1.168,-1.396,-999.0,36.037,0.032,-2.7939999999999996,42.088,-0.625,0.7440000000000001,11.038,-1.699,124.275,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.005720682500879999,s,v,0.0104150727436
882703,68.641,48.855,43.397,117.26299999999999,5.5120000000000004,1035.26,-7.584,1.122,3.2060000000000004,214.783,1.621,0.94,0.777,31.090999999999997,1.855,-1.4040000000000001,50.391000000000005,1.272,-2.363,50.714,-1.354,219.05200000000002,2,76.536,2.642,1.011,56.766000000000005,-2.87,2.0069999999999997,133.30200000000002,0.309702567833,b,v,0.563110172314
874263,-999.0,65.954,56.19,1.66,-999.0,-999.0,-999.0,2.3080000000000003,1.66,54.287,1.695,-1.36,-999.0,20.142,-1.054,1.4509999999999998,34.145,0.24100000000000002,-0.45899999999999996,34.616,-3.028,105.641,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.62079577373,b,v,2.94697778522
451934,86.995,24.858,53.763000000000005,74.96300000000001,4.553,487.88199999999995,-2.343,1.984,12.675,165.665,1.474,1.386,0.889,25.728,-1.44,-0.745,37.924,-0.903,1.166,36.885999999999996,0.488,157.531,2,60.608000000000004,-3.9619999999999997,-2.238,41.404,0.591,2.948,102.012,0.000461281573949,s,v,0.000839809086978
758456,113.616,46.949,82.41,27.320999999999998,-999.0,-999.0,-999.0,2.641,22.644000000000002,114.302,1.3769999999999998,1.109,-999.0,35.068000000000005,-0.067,3.07,48.303999999999995,-0.619,-0.631,12.609000000000002,3.138,223.74200000000002,1,30.93,-1.087,2.041,-999.0,-999.0,-999.0,30.93,0.5127398896109999,b,v,0.932278507121
479969,100.353,24.469,73.097,16.713,-999.0,-999.0,-999.0,3.362,16.713,59.544,0.8340000000000001,1.4140000000000001,-999.0,32.465,0.389,-2.572,27.079,1.7280000000000002,0.512,15.468,-0.769,88.279,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.005720682500879999,s,v,0.0104150727436
816712,87.917,18.322,40.631,170.764,3.468,453.42,-1.946,1.073,24.305,272.492,0.754,0.978,0.418,41.907,1.614,2.138,31.618000000000002,0.591,2.461,98.617,2.131,293.251,2,160.196,0.7040000000000001,-1.188,38.77,-2.764,0.861,198.967,0.0936590129021,b,v,0.170293527958
150471,100.86,68.191,60.626999999999995,61.688,-999.0,-999.0,-999.0,2.116,42.986999999999995,123.39299999999999,0.915,0.606,-999.0,36.238,-0.002,1.329,33.165,0.182,-0.779,40.978,1.5830000000000002,188.074,1,53.99,1.97,-2.862,-999.0,-999.0,-999.0,53.99,0.109322374518,b,t,0.358539992008
727337,490.13800000000003,5.244,278.857,34.325,-999.0,-999.0,-999.0,3.6,14.839,240.15400000000002,0.36200000000000004,0.48200000000000004,-999.0,140.67,-1.268,1.126,50.968,0.9079999999999999,-1.743,71.654,-1.829,244.925,1,48.516000000000005,2.0380000000000003,-3.028,-999.0,-999.0,-999.0,48.516000000000005,0.000461281573949,s,v,0.000839809086978
783627,113.99799999999999,29.791,62.12,172.03900000000002,-999.0,-999.0,-999.0,1.311,22.331,242.03799999999998,0.6559999999999999,0.965,-999.0,55.70399999999999,1.705,-3.075,36.564,0.505,2.681,83.90799999999999,-3.057,328.9,1,149.769,0.444,-0.022000000000000002,-999.0,-999.0,-999.0,149.769,0.022532572450099996,b,v,0.0409693753714
170160,-999.0,101.86399999999999,101.98100000000001,47.763999999999996,2.275,144.563,-0.8109999999999999,3.423,15.978,186.988,1.7819999999999998,-1.318,0.665,20.47,-1.104,-2.927,36.486,1.421,-0.617,74.517,2.093,263.252,3,48.793,-0.44299999999999995,-1.8619999999999999,42.123999999999995,1.8319999999999999,-0.2,130.033,0.426983305036,b,t,1.4003591803600002
408788,-999.0,100.729,65.65,26.072,-999.0,-999.0,-999.0,2.094,26.072,74.09899999999999,1.663,-1.131,-999.0,27.822,-1.699,-0.805,46.278,-2.452,1.149,55.076,-2.131,153.71200000000002,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.668866629617,b,v,1.21615266445
479646,149.381,0.608,80.223,87.255,-999.0,-999.0,-999.0,2.435,48.427,146.083,1.001,1.015,-999.0,39.74,1.91,-2.105,39.772,1.061,0.177,67.78699999999999,0.166,306.189,1,66.571,-1.348,-2.7439999999999998,-999.0,-999.0,-999.0,66.571,0.005720682500879999,s,v,0.0104150727436
126559,101.43700000000001,5.181,66.006,26.051,-999.0,-999.0,-999.0,2.95,6.593,97.556,1.07,1.339,-999.0,31.726,0.445,2.046,33.933,0.151,-0.889,21.318,-0.6970000000000001,126.215,1,31.898000000000003,-1.03,2.565,-999.0,-999.0,-999.0,31.898000000000003,0.5127398896109999,b,t,1.68161144262
889932,111.444,53.64,101.728,2.155,-999.0,-999.0,-999.0,2.752,2.155,80.46,0.753,-1.3940000000000001,-999.0,45.911,-0.13,-1.127,34.549,-1.765,2.9419999999999997,36.743,1.238,110.24,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.49291094028,b,v,2.71445387977
723080,147.306,71.295,125.766,10.227,-999.0,-999.0,-999.0,2.9219999999999997,10.227,94.074,0.857,-1.4140000000000001,-999.0,50.646,-0.5770000000000001,-1.275,43.428000000000004,1.1440000000000001,2.647,40.952,0.633,199.17700000000002,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.54872304569,b,v,2.81593306516
